pmid,species_name,species_id,gene_name,gene_id,title,abstract,mesh
39623416,P. aeruginosa,287,IL-8,3576,Palmitoleic acid inhibits Pseudomonas aeruginosa quorum sensing activation and protects lungs from infectious injury.,"Unsaturated fatty acids targeting quorum sensing (QS) system have shown potential application in reducing bacterial virulence. We aim to investigate the effect of palmitoleic acid (PMA) on P. aeruginosa QS activation, and its impact on infection-induced lung injury.","Quorum Sensing; Pseudomonas aeruginosa; Animals; Humans; Mice; Fatty Acids, Monounsaturated; Pseudomonas Infections; Female; Lung; Male; Mice, Inbred BALB C"
39623467,BLV,11901,,,Bovine leukemia virus (BLV) and risk of breast cancer; a systematic review and meta-analysis.,"The role of viruses in the development of breast cancer has been a subject of debate and extensive research over the past few decades. Several studies have examined the association between Bovine leukemia virus (BLV) infection and the risk of developing breast cancer; however, their findings have yielded inconsistent results. To address this uncertainty, the purpose of the present study was to conduct a systematic review and meta-analysis to determine any potential association between BLV and breast cancer.","Animals; Cattle; Female; Humans; Breast Neoplasms; Enzootic Bovine Leukosis; Leukemia Virus, Bovine; Odds Ratio; Risk Factors"
39623703,LAB,103236,,,Lactic acid bacteria: A sustainable solution against phytopathogenic agents.,"Biological control agents (BCAs) are beneficial living organisms used in plant protection to control pathogens sustainably. Lactic acid bacteria (LAB) have gained attention in biopesticides due to their safety as recognized by the Food and Drug Administration. These bacteria possess antifungal properties, demonstrating inhibitory effects through nutrient competition or the production of antimicrobial metabolites. Numerous Lactobacillus species have shown the ability to inhibit pathogenic microorganisms, primarily through acid production. The organic acids secreted by LAB reduce the pH of the medium, creating a hostile environment for microorganisms. These organic acids are a primary inhibition mechanism of LAB. This article reviews several studies on LAB as BCAs, focusing on their inhibition modes. Additionally, it discusses the limitations and future challenges of using LAB to control phytopathogens for sustainable agriculture.",Plant Diseases; Biological Control Agents; Lactobacillus; Antibiosis; Lactobacillales; Plants; Fungi; Antifungal Agents
39623883,influenza viruses,11308,,,Importance of integrating epidemiological and genomic surveillance of seasonal influenza viruses to monitor global circulation.,,
39623958,HCV,11103,,,Cost-effectiveness and return on investment of hepatitis C virus elimination in China: A modelling study.,"The World Health Organization set the goal of eliminating hepatitis C virus (HCV) by 2030, with 80% and 65% reductions in HCV incidence and mortality rates, respectively. We aimed to evaluate the health benefits, cost-effectiveness and return on investment (ROI) of HCV elimination.",Humans; Cost-Benefit Analysis; China; Hepatitis C; Hepacivirus; Quality-Adjusted Life Years; Antiviral Agents; Disability-Adjusted Life Years; Disease Eradication; Incidence; Mass Screening
39624034,Staphylococcus aureus,1280,,,Understanding the role of ,"Atopic dermatitis (AD) is a prevalent inflammatory skin disorder characterized by chronic inflammation, skin barrier dysfunction, and microbial dysbiosis, with ",
39624045,S. mutans,1309,,,Small cyclic dipeptide produced by ,"The human oral cavity harbors many bacterial species collectively termed the oral microbiome and is integral for maintaining oral health. Dysbiosis of oral microbiota leads to common oral diseases, including dental caries, gingivitis, and periodontitis. ",
39624061,dog,9615,,,Case report: Positioning head tilt observed in a dog and four cats with bilateral peripheral vestibular dysfunction.,"Positioning head tilt (PHT) is a dynamic neurologic sign that occurs when the head tilts in the opposite side of a voluntary lateral turn of the head. Notably, a head tilt is absent when the head is held stationary or when the animal is moving forward. PHT is thought to be caused by a lack of inhibitory input to the vestibular nuclei due to dysfunction of the cerebellar nodulus and uvula (NU). NU dysfunction is proposed to not only be caused by pathologies that affect the NU itself, but also by reduced input of proprioceptive information from the spindles of cervical muscles. As an example of the former, it has been noted in dogs with hypoplasia of the cerebellar nodulus and uvula (NU), dogs with lysosomal storage diseases, and in a dog with a cerebellar tumor. As an example of the latter, it has been observed in feline cases of hypokalemic myopathy and myasthenia gravis. In this study, we describe and discuss our observations of PHT in one dog and four cats with lesions affecting the peripheral vestibular apparatus bilaterally.",
39624127,potato,4113,SIP1,102593135,Genome-wide identification and expression analysis of the Trihelix transcription factor family in potato (,"Trihelix transcription factors (TF) are photoresponsive proteins featuring a characteristic three-helix structure (helix-loop-helix-loop-helix) and contain the Myb/SANT-LIKE (MSL) domain. They perform crucial functions in the development and stress-response of plants. However, the function of the Trihelix TF in potato (","Solanum tuberosum; Transcription Factors; Plant Proteins; Gene Expression Regulation, Plant; Phylogeny; Genome, Plant; Stress, Physiological; Multigene Family; Gene Expression Profiling"
39624197,C. perfringens,1502,,,Toxinotyping of ,"Necrotic enteritis (NE) is an economically important disease, caused by ",
39624208,s.s,573870,,,Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant ,"In Côte d'Ivoire, there is a high intensity of pyrethroid resistance in malaria vectors which may threaten successful vector control. Molecular studies of the target site mutation in the voltage-gated sodium channel (VGSC) ",
39624232,tomato spotted wilt virus,1933298,,,Conditional logistic individual-level models of spatial infectious disease dynamics.,"Here, we introduce a novel framework for modelling the spatiotemporal dynamics of disease spread known as conditional logistic individual-level models (CL-ILM's). This framework alleviates much of the computational burden associated with traditional spatiotemporal individual-level models for epidemics, and facilitates the use of standard software for fitting logistic models when analysing spatiotemporal disease patterns. The models can be fitted in either a frequentist or Bayesian framework. Here, we apply the new spatial CL-ILM to simulated data, semi-real data from the UK 2001 foot-and-mouth disease epidemic, and real data from a greenhouse experiment on the spread of tomato spotted wilt virus.",
39624240,trifoliate orange,37690,,,Full-length single-molecule sequencing uncovers novel insight into the global landscape of the cold stress response in trifoliate orange (,Trifoliate orange (,
39624245,garlic,4682,,,Cultivation viability of ,,
39624265,Francisella,262,,,Ticks without borders: microbiome of immature neotropical tick species parasitizing migratory songbirds along northern Gulf of Mexico.,"The long-distance, seasonal migrations of birds make them an effective ecological bridge for the movement of ticks. The introduction of exotic tick species to new geographical regions can cause the emergence of novel tick-borne pathogens. This study examined the prevalence of exotic tick species parasitizing migratory songbirds at stopover sites along the northern Gulf of Mexico using the mitochondrial 12S rRNA gene.","Animals; Microbiota; Gulf of Mexico; Songbirds; Animal Migration; RNA, Ribosomal, 16S; Rickettsia; Tick Infestations; Ticks; Francisella; Spiroplasma; Phylogeny"
39624268,HBV,10407,KIF20A,10112,KIF20A activated by transcription factor GATA2 promotes cell growth in hepatitis B virus-related hepatocellular carcinoma.,"Elevated evidence suggests that KIF20A plays an important role in hepatocellular carcinoma (HCC) progression. Nevertheless, the underlying mechanism by which KIF20A promotes HCC cell growth are not well understood.","Humans; Carcinoma, Hepatocellular; Liver Neoplasms; Kinesins; Hepatitis B virus; Cell Proliferation; GATA2 Transcription Factor; Apoptosis; Viral Regulatory and Accessory Proteins; Trans-Activators; Cell Line, Tumor; Gene Expression Regulation, Neoplastic; Hepatitis B; Hep G2 Cells; Promoter Regions, Genetic"
39624356,carabao,346063,,,"Investigating suspected gastrointestinal anthrax: a case-control study in Cayapa village, Abra province, Philippines, March 2017.","Due to rising cases of foodborne illness in Cayapa village, Abra province, Philippines, a team was dispatched on 21 March 2017 to conduct an epidemiological investigation. The objectives were to confirm the diagnosis, determine the existence of an outbreak, identify risk factors and recommend prevention and control measures.","Adolescent; Adult; Aged; Child; Child, Preschool; Female; Humans; Male; Middle Aged; Young Adult; Anthrax; Bacillus anthracis; Case-Control Studies; Disease Outbreaks; Foodborne Diseases; Gastrointestinal Diseases; Philippines; Risk Factors"
39624363,dogs,9615,C-reactive protein,488629,Intestinal Biomarkers and Their Importance in Canine Enteropathies.,"Enteropathies are prevalent in dog internal medicine, and their diagnosis involves a lengthy process. One of the tests requested is for biomarkers, which are important as they can provide data on intestinal functionality, intensity of inflammation, and response to treatment, and can help determine the prognosis. This study aimed to conduct a literature review on the main serum and fecal intestinal biomarkers in dogs and proposed to refine the correlations between these indicators and enteropathies. It was observed that the main biomarkers used in the intestinal evaluation of dogs were alpha 1-proteinase inhibitory factor, immunoglobulin A, methylmalonic acid, serum folate, serum cobalamin, C-reactive protein, fecal and serum calprotectin, and dysbiosis index. However, we suggest that more research be carried out to clarify the relationship between enteropathies and intestinal biomarkers. We noticed a lack of studies on specific intestinal markers and indicator variables in healthy dogs and those with various enteropathies; moreover, no data are available on the association of these laboratory parameters.",
39624438,VZV,10335,,,The Role of Varicella Zoster Virus (VZV) in Central Nervous System Infectious Syndromes.,,
39624484,OC43,31631,,,Utilizing HCoV-OC43 to better understand the neurological impact of COVID-19.,"As the COVID-19 pandemic enters its fifth year, research tools to study the SARS-CoV-2 (CoV-2) virus are critical, and many researchers have turned to another beta coronavirus: HCoV-OC43 (OC43). OC43 is a ubiquitous pathogen that now causes a common cold, but its emergence in 1890 closely coincided with and likely produced the catastrophic Russian Flu pandemic. Beyond their historical parallels, OC43 and CoV-2 share similar genetics and disease sequelae. Both viruses induce respiratory symptoms. Additionally, OC43 infection can result in acute neurological dysfunction in children, and exposure to OC43 has been linked to long-term neurological disorders in adults. Similarly, CoV-2 can produce acute neuropathology and the phenomenon of prolonged symptoms known as Long-COVID that typically impacts the brain. Mouse models have been developed to study the pathogenesis of both OC43 and CoV-2, thereby facilitating research on the neurological sequelae associated with either infection. These models have been further utilized to test therapeutic interventions against both viruses, as researchers seek to establish the potential for using OC43 as a proxy for CoV-2. Further, because mouse models of the two betacoronaviruses exhibit neurological sequelae, using OC43 likely could provide insight into the impact of COVID-19 on the brain. OC43 requires a lower biosafety level than CoV-2, which makes it accessible to more researchers resulting in expeditious scientific progress in the ongoing COVID-19 pandemic.",
39624547,S. Typhi,90370,,,"Doripenem, Ertapenem, and Meropenem Sensitivity in Salmonella Typhi: A Cross-Sectional Study From Pakistan.",Background ,
39624571,Listeria monocytogenes,1639,,,Listeriosis: A Rare Cause of Cardiac Implantable Electronic Device Infection.,Listeriosis is a series of diseases caused by the bacteria ,
39624614,Plasmodium berghei,5821,,,Exploring the Antimalarial Potential of ,"Malaria remains a critical global health issue, particularly in tropical and subtropical regions. The disease, caused by ",
39624727,Phytophthora capsici,4784,,,Transcriptomic analysis reveals pathogenicity mechanisms of ,"The devastating disease ""quick wilt"" or ""foot rot"" is caused by the oomycete ",
39624788,mushroom,5341,,,Tyrosinases: a family of copper-containing metalloenzymes.,"Tyrosinases (TYRs) are a family of copper-containing metalloenzymes that are present in all domains of life. TYRs catalyze the reactions that start the biosynthesis of melanin, the main pigment of the animal kingdom, and are also involved in the formation of the bright colors seen on the caps of mushrooms and in the petals of flowers. TYRs catalyze the ",
39624842,Vitex doniana,479623,bcl2,596,,"Prostate cancer is a significant global health concern, particularly among ageing male populations, with a disproportionately higher burden in sub-Saharan Africa. Conventional treatments, though effective, are costly and cause devastating side effects which limit their clinical benefits. Hence, this study evaluated the ",
39624843,Rhodococcus equi,43767,,,Comparative bactericidal activity of four macrolides alone and combined with rifampicin or doxycycline against ,,
39625293,Klebsiella pneumoniae,573,TNF-alpha,21926,"Antimicrobial peptide Hs02 with rapid bactericidal, anti-biofilm, and anti-inflammatory activity against carbapenem-resistant ",Carbapenem-resistant ,Biofilms; Klebsiella pneumoniae; Animals; Mice; Escherichia coli; Anti-Inflammatory Agents; Anti-Bacterial Agents; RAW 264.7 Cells; Microbial Sensitivity Tests; Antimicrobial Peptides; Carbapenems; Lipopolysaccharides; Klebsiella Infections; Antimicrobial Cationic Peptides; Moths; Humans; Carbapenem-Resistant Enterobacteriaceae
39625738,Pst,12354,,,The E3 ubiquitin ligase TaGW2 facilitates TaSnRK1γ and TaVPS24 degradation to enhance stripe rust susceptibility in wheat.,"Wheat stripe rust, caused by the fungal pathogen Puccinia striiformis f. sp. tritici (Pst), threatens global wheat production, and therefore discovering genes involved in stripe rust susceptibility is essential for balancing yield with disease resistance in sustainable breeding strategies. Although TaGW2 is well known to negatively regulate wheat kernel size and weight, its role in stress response remains unclear. Here, we found that TaGW2 transcription levels increased following inoculation with Pst or treatment with flg22 or chitin. TaGW2 knockdown lines showed enhanced resistance to multiple Pst races, while TaGW2 overexpression reduced host defence response, promoted Pst growth and development and increased wheat susceptibility to Pst. Additionally, TaGW2 could mediate the ubiquitination and degradation of both TaSnRK1γ and TaVPS24 via the 26S proteasome pathway. Silencing TaSnRK1γ or TaVPS24 in wheat increased sensitivity to Pst, whereas overexpressing either gene enhanced wheat defence response, indicating that TaSnRK1γ and TaVPS24 act as positive regulators of Pst resistance. This study reveals a previously unrecognized mechanism inhibiting plant immunity to Pst through TaGW2-mediated ubiquitination and degradation of TaSnRK1γ and TaVPS24. This work also provides crucial genetic resources for breeding high-yield, stripe rust-resistant wheat varieties.","Triticum; Plant Diseases; Ubiquitin-Protein Ligases; Plant Proteins; Disease Resistance; Basidiomycota; Puccinia; Gene Expression Regulation, Plant; Ubiquitination"
39625754,Baboons,9557,,,"Baboons, bacteria, and biological clocks address an age-old question.",Studying the fecal microbiota of wild baboons helps provide new insight into the factors that influence biological aging.,Animals; Papio; Feces; Aging; Biological Clocks; Bacteria; Gastrointestinal Microbiome
39625773,HIV,11676,,,Feasibility of Emergency Department-Initiated HIV Pre-Exposure Prophylaxis.,"Pre-exposure prophylaxis (PrEP) for HIV-using antiretroviral medication in non-infected individuals to prevent HIV-has immense potential to slow the spread of the virus. However, uptake has been insufficient, and stark racial disparities exist in both HIV acquisition and PrEP usage, making PrEP access a health equity issue. A promising venue to engage high-risk populations in PrEP care is the emergency department (ED); however, existing ED PrEP initiatives have been costly or have had limited success. We hypothesize that two strategies could overcome these barriers: prescribing PrEP during an ED visit and providing patients with an initial supply of PrEP medication in the ED. Here, we describe the results of a qualitative study exploring multidisciplinary emergency clinicians and HIV clinicians' needs and views about the feasibility of such an initiative.","Humans; Pre-Exposure Prophylaxis; HIV Infections; Emergency Service, Hospital; Qualitative Research; Feasibility Studies; Male; Anti-HIV Agents; Female; Interviews as Topic; Adult"
39625861,carrot,4039,Pparg,19016,"Effect of carrot intake on glucose tolerance, microbiota, and gene expression in a type 2 diabetes mouse model.","Type 2 diabetes (T2D) pathophysiology involves insulin resistance (IR) and inadequate insulin secretion. Current T2D management includes dietary adjustments and/or oral medications such as thiazolidinediones (TZDs). Carrots have shown to contain bioactive acetylenic oxylipins that are partial agonists of the peroxisome proliferator-activated receptor γ (Pparg) that mimic the antidiabetic effect of TZDs without any adverse effects. TZDs exert hypoglycemic effects through activation of Pparg and through the regulation of the gut microbiota (GM) producing short-chain fatty acids (SCFAs), which impact glucose and energy homeostasis, promote intestinal gluconeogenesis, and influence insulin signaling pathways. This study investigated the metabolic effects of carrot intake in a T2D mouse model, elucidating underlying mechanisms. Mice were fed a low-fat diet (LFD), high-fat diet (HFD), or adjusted HFD supplemented with 10% carrot powder for 16 weeks. Oral glucose tolerance tests were conducted at weeks 0 and 16. Fecal, cecum, and colon samples, as well as tissue samples, were collected at week 16 during the autopsy. Results showed improved oral glucose tolerance in the HFD carrot group compared to HFD alone after 16 weeks. GM analysis demonstrated increased diversity and compositional changes in the cecum of mice fed HFD with carrot relative to HFD. These findings suggest the potential effect of carrots in T2D management, possibly through modulation of GM. Gene expression analysis revealed no significant alterations in adipose or muscle tissue between diet groups. Further research into carrot-derived bioactive compounds and their mechanisms of action is warranted for developing effective dietary strategies against T2D.","Animals; Daucus carota; Diabetes Mellitus, Type 2; Mice; Gastrointestinal Microbiome; Male; Diet, High-Fat; Glucose Tolerance Test; Disease Models, Animal; Mice, Inbred C57BL; Insulin Resistance; Blood Glucose; Gene Expression Regulation; Diet, Fat-Restricted; PPAR gamma; Diabetes Mellitus, Experimental"
39625902,dogs,9615,glycoprotein,,Evaluation of the immune status of dogs vaccinated against rabies by an enzyme-linked immunosorbent assay using crude preparations of insect cells infected with a recombinant baculovirus encoding the rabies virus glycoprotein gene.,"Evaluation of the effectiveness of vaccination of animals against rabies is not routinely implemented. In cases where it is carried out, the rapid fluorescent focus inhibition test (RFFIT) or the fluorescent antibody virus neutralization (FAVN) test are the recommended tests. However, both of these tests require handling of live rabies virus (RABV), and are cumbersome to perform. In view of this, the enzyme-linked immunosorbent assay (ELISA) has been proposed as a surrogate test; however, availability of appropriate antigen is a major impediment for the development of ELISAs to detect anti-rabies antibodies. The most widely used antigen is the RABV glycoprotein (G) purified from cell culture-propagated virus, which requires a biosafety level 3 containment. The alternative is to use recombinantly expressed G, which needs to be to be properly glycosylated and folded to serve as the best antigen. The most suitable system for its production is the baculovirus expression system (BVES). However, purification of RABV G is challenging. We therefore tested partially purified preparations in the form of extracts of insect cells infected with baculovirus expressing RABV G, against sera from vaccinated dogs in an indirect ELISA. The results showed good concordance against RFFIT, with sensitivity and specificity of 90.48% and 80.00%, respectively. The system may be used for quick screening to determine the presence and an approximate level of antibodies, and can be modified to enable monitoring of mass dog vaccination programs, as well as to facilitate certification of dogs intended for international travel and transportation.","Animals; Dogs; Enzyme-Linked Immunosorbent Assay; Rabies virus; Rabies Vaccines; Rabies; Baculoviridae; Glycoproteins; Antibodies, Viral; Vaccination; Antigens, Viral; Dog Diseases; Viral Envelope Proteins; Recombinant Proteins"
39625927,bacteria,629395,,,Amplified DNA heterogeneity assessment with Oxford Nanopore sequencing applied to cell free expression templates.,"In this work, Oxford Nanopore sequencing is tested as an accessible method for quantifying heterogeneity of amplified DNA. This method enables rapid quantification of deletions, insertions, and substitutions, the probability of each mutation error, and their locations in the replicated sequences. Amplification techniques tested were conventional polymerase chain reaction (PCR) with varying levels of polymerase fidelity (OneTaq, Phusion, and Q5) as well as rolling circle amplification (RCA) with Phi29 polymerase. Plasmid amplification using bacteria was also assessed. By analyzing the distribution of errors in a large set of sequences for each sample, we examined the heterogeneity and mode of errors in each sample. This analysis revealed that Q5 and Phusion polymerases exhibited the lowest error rates observed in the amplified DNA. As a secondary validation, we analyzed the emission spectra of sfGFP fluorescent proteins synthesized with amplified DNA using cell free expression. Error-prone polymerase chain reactions confirmed the dependency of reporter protein emission spectra peak broadness to DNA error rates. The presented nanopore sequencing methods serve as a roadmap to quantify the accuracy of other gene amplification techniques, as they are discovered, enabling more homogenous cell-free expression of desired proteins.",Nanopore Sequencing; Nucleic Acid Amplification Techniques; Polymerase Chain Reaction; DNA; Plasmids; Green Fluorescent Proteins
39625948,Nicotiana benthamiana,4100,,,Establishing a comprehensive web-based analysis platform for Nicotiana benthamiana genome and transcriptome.,"Nicotiana benthamiana has long served as a crucial plant material extensively used in plant physiology research, particularly in the field of plant pathology, because of its high susceptibility to plant viruses. Additionally, it serves as a production platform to test vaccines and other valuable substances. Among its approximately 3.1 Gb genome, 57 583 genes have been annotated within a 61 Mb region. We created a comprehensive and easy-to-use platform to use transcriptomes for modern annotation. These tools allow to visualize gene expression profiles, draw molecular evolutionary phylogenetic trees of gene families, perform functional enrichment analyses, and facilitate output downloads. To demonstrate their utility, we analyzed the gene expression profiles of enzymes within the nicotine biosynthesis pathway, a secondary metabolic pathway characteristic of the Nicotiana genus. Using the developed tool, expression profiles of the nicotine biosynthesis pathway genes were generated. The expression patterns of eight gene groups in the pathway were strongly expressed in the roots and weakly expressed in leaves and flowers of N. benthamiana. The results were consistent with the established gene expression profiles in Nicotiana tabacum and provided insights into gene family composition and expression trends. The compilation of this database tool can facilitate genetic analysis of N. benthamiana in the future.","Nicotiana; Transcriptome; Genome, Plant; Internet; Phylogeny; Gene Expression Regulation, Plant; Gene Expression Profiling; Nicotine; Plant Leaves; Databases, Genetic"
39625987,Mammarenavirus,1653394,NMT1,4836,Targeting n-myristoyltransferases promotes a pan-Mammarenavirus inhibition through the degradation of the Z matrix protein.,"Several Old World and New World Mammarenavirus are responsible for hemorrhagic fever in humans. These enveloped viruses have a bi-segmented ambisense RNA genome that encodes four proteins. All Mammarenavirus identified to date share a common dependency on myristoylation: the addition of the C14 myristic acid on the N-terminal G2 residue on two of their proteins. The myristoylation of the Z matrix protein is required for viral particle budding, while the myristoylation of the signal peptide to the envelope glycoproteins is important for the entry mechanism. Using Mopeia virus as a model, we characterized the interaction of the Z matrix protein with the N-Myristoyltransferases (NMT) 1 and 2, the two enzymes responsible for myristoylation in mammals. While both enzymes were capable to interact with Z, we showed that only NMT1 was important for the production of viral progeny, the endogenous expression of NMT2 being insufficient to make up for NMT1 in its absence. Using the high affinity inhibitors of NMTs, IMP1088 and DDD85646, we demonstrated a strong, dose dependent and specific inhibition at the nanomolar range for all Mammarenavirus tested, including the highly pathogenic Lassa, Machupo, Junin and Lujo viruses. Mechanistically, IMP1088 and DDD85646 blocked the interaction between Z and both NMTs, preventing myristoylation and further viral particle formation, egress and spread. Unexpectedly, we found that the matrix protein devoid of myristate, despite being fully translated, did not accumulate as the other viral proteins in infected cells but was instead degraded in a proteasome- and autophagy-independent manner. These molecules represent a new broad-spectrum class of inhibitors against Mammarenavirus.",Acyltransferases; Humans; Animals; Arenaviridae; Myristic Acid; Proteolysis; Arenaviridae Infections; Chlorocebus aethiops; Viral Matrix Proteins
39626075,Shewanella oneidensis MR-1,211586,MtrCAB,1169552,Semiartificial Photosynthetic Nanoreactors for H,"A relatively unexplored energy source in synthetic cells is transmembrane electron transport, which like proton and ion transport can be light driven. Here, synthetic cells, called nanoreactors, are engineered for compartmentalized, semiartificial photosynthetic H",Hydrogen; Photosynthesis; Shewanella; Hydrogenase; Electron Transport; Iron-Sulfur Proteins; Oxidation-Reduction
39614804,elasmobranchs,7778,,,Heterochrony and Oophagy Underlie the Evolution of Giant Filter-Feeding Lamniform Sharks.,"Evolutionary transitions toward gigantic body sizes have profound consequences for the structure and dynamics of ecological networks. Among elasmobranchs (sharks and rays), gigantism has evolved on several occasions, most notably in the iconic Megalodon (Otodus megalodon†) and the extant whale shark (Rhincodon typus), basking shark (Cetorhinus maximus), and megamouth shark (Megachasma pelagios), all of which reach total lengths exceeding 6 m and, in some cases, reach 21 m or more. Comparative phylogenetic studies suggest that filter feeding and heterothermy provide two alternative evolutionary pathways leading to gigantism in sharks. These selection-based explanations for gigantism are important; however, our understanding of evolutionary transitions in body size is fundamentally constrained without a proximate, mechanistic understanding of how the suite of adaptations necessary to facilitate gigantism evolved. Here we propose the heterochrony hypothesis for the evolution of the giant filter-feeding shark ecomorphotype. We suggest that craniofacial adaptations for oophagy in embryonic stages of lamniform sharks are retained through ontogeny in C. maximus and M. pelagios by paedomorphosis, resulting in an enlarged head and mouth relative to the rest of the body, even in adulthood. This change in developmental timing enables these taxa to optimize prey acquisition, which is thought to be the limiting factor for the evolution of gigantism in filter-feeding marine vertebrates. We discuss the concordance of this hypothesis with current developmental, morphological, and evolutionary data, and we suggest future means by which the hypothesis could be tested.",Animals; Sharks; Biological Evolution; Body Size; Feeding Behavior; Phylogeny
39614880,koala,38626,,,Spatial variation in toll-like receptor diversity in koala populations across their geographic distribution.,"The koala (Phascolarctos cinereus) is an iconic Australian species that is listed as endangered in the northern parts of its range due to loss of habitat, disease, and road deaths. Diseases contribute significantly to the decline of koala populations, primarily Chlamydia and koala retrovirus. The distribution of these diseases across the species' range, however, is not even. Toll-like receptors (TLRs) play a crucial role in innate immunity by recognising and responding to various pathogens. Variations in TLR genes can influence an individual's susceptibility or resistance to infectious diseases. The aim of this study was to identify koala TLR diversity across the east coast of Australia using 413 re-sequenced genomes at 30 × coverage. We identified 45 single-nucleotide polymorphisms (SNP) leading to 51 alleles within ten TLR genes. Our results show that the diversity of TLR genes in the koala forms four distinct genetic groups, which are consistent with the diversity of the koala major histocompatibility complex (MHC), another key immune gene family. The bioinformatics approach presented here has broad applicability to other threatened species with existing genomic resources.","Phascolarctidae; Toll-Like Receptors; Animals; Polymorphism, Single Nucleotide; Australia; Genetic Variation; Phylogeny; Alleles"
39615007,black-headed gulls,8914,,,Dirty habits: potential for spread of antibiotic-resistance by black-headed gulls from waste-water treatment plants.,"Anthropogenic environments such as wastewater treatment plants (WWTPs) and landfills are sources of antimicrobial resistance (AMR). Black-headed gulls (Chroicocephalus ridibundus) frequently use WWTPs and may be vectors for AMR. We used GPS tracking data for 39 gulls for up to 8 months, combined with a shedding curve, to study sources and dispersal distances of AMR in Iberia. The gulls used 21 different WWTPs (684 visits) and three landfills (21 visits). Areas of high risk of AMR dissemination were an average of 25 km from the infection source, with a maximum of 500 km. Solar saltworks and natural waterbodies were particularly exposed to AMR dissemination, followed by agriculture, sports facilities, and tourist beaches. There was important variability between individual gulls in their habitat specialization, and which WWTPs they visited. Studying the spatial movements of gulls after visiting WWTPs and landfills helps pinpoint sensitive locations where pathogen transmission is most likely.","Charadriiformes; Animals; Wastewater; Drug Resistance, Microbial; Water Purification; Anti-Bacterial Agents; Waste Disposal Facilities"
39615039,sorghum,4558,,,Development of vegetative oil sorghum: From lab-to-field.,"Biomass crops engineered to accumulate energy-dense triacylglycerols (TAG or 'vegetable oils') in their vegetative tissues have emerged as potential feedstocks to meet the growing demand for renewable diesel and sustainable aviation fuel (SAF). Unlike oil palm and oilseed crops, the current commercial sources of TAG, vegetative tissues, such as leaves and stems, only transiently accumulate TAG. In this report, we used grain (Texas430 or TX430) and sugar-accumulating 'sweet' (Ramada) genotypes of sorghum, a high-yielding, environmentally resilient biomass crop, to accumulate TAG in leaves and stems. We initially tested several gene combinations for a 'push-pull-protect' strategy. The top TAG-yielding constructs contained five oil transgenes for a sorghum WRINKLED1 transcription factor ('push'), a Cuphea viscosissima diacylglycerol acyltransferase (DGAT; 'pull'), a modified sesame oleosin ('protect') and two combinations of specialized Cuphea lysophosphatidic acid acyltransferases and medium-chain acyl-acyl carrier protein thioesterases. Though intended to generate oils with medium-chain fatty acids, engineered lines accumulated oleic acid-rich oil to amounts of up to 2.5% DW in leaves and 2.0% DW in stems in the greenhouse, 36-fold and 49-fold increases relative to wild-type (WT) plants, respectively. Under field conditions, the top-performing event accumulated TAG to amount to 5.5% DW in leaves and 3.5% DW in stems, 78-fold and 58-fold increases, respectively, relative to WT TX430. Transcriptomic and fluxomic analyses revealed potential bottlenecks for increased TAG accumulation. Overall, our studies highlight the utility of a lab-to-field pipeline coupled with systems biology studies to deliver high vegetative oil sorghum for SAF and renewable diesel production.","Sorghum; Plant Oils; Plants, Genetically Modified; Triglycerides; Plant Leaves; Plant Proteins; Plant Stems"
39615325,goose,8847,,,Molecular mechanisms underlying age-dependent effects of rearing system on the goose testicular development and semen quality.,"As an important non-genetic factor, the rearing system has significant effects on male poultry reproductive system development. However, compared with other poultry such as chickens and ducks, less is known about the effects and mechanisms of rearing system on the gander reproductive organ development and semen quality. In the present study, the testicular morphological, histological, and transcriptomic responses of three goose breeds to the two dryland rearing systems (i.e., cage rearing system, CRS and net-floor mixed rearing system, MRS) were systematically analyzed and compared. Results from histomorphological analysis demonstrated that the effects of rearing system on the gander testicular development were age-dependent, and moreover, the CRS may be more conducive than MRS to the testicular development and semen quality during the period from post-hatch week 10 to week 43. At week 30, compared to Sichuan White goose (SW), the rearing system showed more pronounced effects on the testicular size, weight, and organ index of Gang goose (GE) and Landes goose (LD). However, such effects were mitigated in LD and even reversed in GE at week 43. Meanwhile, most testicular histological parameters of three goose breeds were higher under MRS than under CRS at week 30, while the converse was seen in some histological parameters of either GE or LD at week 43. Moreover, the semen quality was generally better under CRS than under MRS at week 43. Through comparative transcriptomics analysis, the Wnt signaling pathway together with several involved hub genes were identified to have important roles in mediating the effects of rearing system on the goose testicular development. Moreover, the metabolism-related, cell cycle, and Wnt signaling pathways could be partially responsible for differences in the goose breed-related testicular development and semen quality under CRS, where a number of genes involved in meiosis could have crucial roles. These results would not only provide novel insights into the effects and mechanisms of rearing system on male poultry reproductive performance, but they would also be helpful for the optimization and selection of dryland rearing systems in male geese.","Animals; Male; Geese; Testis; Semen Analysis; Animal Husbandry; Age Factors; Transcriptome; Housing, Animal"
39615517,rabbits,9986,,,In vivo reduction of biofilm seeded on orthopaedic implants.,"Electromagnetic induction heating has demonstrated in vitro antibacterial efficacy over biofilms on metallic biomaterials, although no in vivo studies have been published. Assessment of side effects, including thermal necrosis of adjacent tissue, would determine transferability into clinical practice. Our goal was to assess bone necrosis and antibacterial efficacy of induction heating on biofilm-infected implants in an in vivo setting.",
